,Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
4035,Dr. Prerna Mahapatra,MBBS,Dentist,8,Dwarka Sector 22,Delhi,10,13,400
4036,Dr. Parul Kohli,MBBS,Dentist,15,Gujranwala Town,Delhi,10,90,500
4037,Dr. Gagan Khanna,MS,Dentist,18,Janakpuri,Delhi,10,64,500
4038,Dr. Monica Shahi,MBBS,Dentist,5,Panchsheel Enclave,Delhi,10,5,500
4039,Dr. Abhishek Shekhar,MBBS,Dentist,6,Uttam Nagar,Delhi,10,45,300
4040,Dr. Sanneya Manchanda,MBBS,Dentist,9,Jangpura,Delhi,10,116,400
4041,Dr. Manreet Sidhu,Diploma,Dentist,11,Greater Kailash Part 2,Delhi,10,12,1000
4042,Dr. Smita Saraf,MBBS,Dentist,12,Pitampura,Delhi,10,22,500
4043,Dr. Bithika Bhattacharya,MBBS,Gynecologist/Obstetrician,37,Saket,Delhi,76,11,1200
4044,Dr. Manisha Agrawal,DNB,Gynecologist/Obstetrician,14,Rohini Sector 18,Delhi,0,0,500
4045,Dr. Shilpa Singal,MBBS,Gynecologist/Obstetrician,8,Dwarka,Delhi,0,0,0
4046,Dr. Puja Sharma,MBBS,Gynecologist/Obstetrician,18,Safdarjung Enclave,Delhi,98,163,1000
4047,Dr. Tripat Choudhary,MBBS,Gynecologist/Obstetrician,46,Greater Kailash Part 2,Delhi,93,13,2500
4048,Dr. Shishta Nadda Basu,MBBS,Gynecologist/Obstetrician,42,Shalimar Bagh,Delhi,10,1,1000
4049,Dr. Loveleena Nadir,MBBS,Gynecologist/Obstetrician,39,Greater Kailash Part 2,Delhi,95,44,2000
4050,Dr. Rupali Bhatia,MBBS,Gynecologist/Obstetrician,10,Punjabi Bagh,Delhi,10,1,1000
4051,Dr. Sheetal Sinha,MBBS,Gynecologist/Obstetrician,18,Dwarka,Delhi,0,0,500
4052,Dr. Dipti K Yadav,MBBS,Gynecologist/Obstetrician,27,Dwarka Sector 12,Delhi,86,30,800
4053,Dr. Rinky Tandon,MBBS,Pediatrician,9,Hauz Khas,Delhi,10,2,1500
4054,Dr. Subhash Chander Sapra,MBBS,Pediatrician,51,Shakti Nagar,Delhi,98,20,800
4055,Dr. Sunil Kumar Nakra,MBBS,Pediatrician,43,Malviya Nagar,Delhi,75,5,1500
4056,Dr. B P Bansal,BDS,Pediatrician,14,Vasant Kunj,Delhi,86,5,600
4057,Dr. Sonia Mittal,BDS,Pediatrician,25,Shalimar Bagh,Delhi,67,1,1000
4058,Dr. Vinay Kumar Aggarwal,BDS,Pediatrician,39,Saket,Delhi,80,3,2000
4059,Dr. Tapisha Gupta,BDS,Pediatrician,29,Patparganj,Delhi,10,0,800
4060,Dr. A.S. Vasudev,BDS,Pediatrician,44,Patparganj,Delhi,10,1,1000
4061,Dr. Arvind Taneja,BDS,Pediatrician,52,Saket,Delhi,10,1,2000
4062,Dr. Shambhavi Seth,BDS,Pediatrician,19,Saket,Delhi,91,7,1500
4063,Dr. Gaurav Govil,BDS,Orthopedist,22,Patparganj,Delhi,10,1,800
4064,Dr. Akshay Tiwari,BDS,Orthopedist,17,Saket,Delhi,10,1,1200
4065,Dr. Munish Choudhary,BDS,Orthopedist,31,Saket,Delhi,0,0,1200
4066,Dr. Sankalp Pande,MBBS,Orthopedist,13,Malviya Nagar,Delhi,10,3,500
4067,Dr. SKS Marya,MD,Orthopedist,41,Saket,Delhi,20,13,1200
4068,Dr. Bhupendra Pratap Bharti,MD,Orthopedist,18,Pusa Road,Delhi,0,0,1800
4069,Dr. Shravan Chawla,MBBS,Dentist,13,Peddar Road,Mumbai,10,64,1000
4070,Dr. Shoaib Akhai,MBBS,Dentist,13,Lower Parel,Mumbai,10,10,300
4071,Dr. Meenu Dinesh,MBBS,Dentist,6,Chembur East,Mumbai,0,0,200
4072,Dr. Ameya Manish Sonawane,MS,Dentist,12,Lokhandwala,Mumbai,10,0,300
4073,Dr. Neha Palvia Parikh,MBBS,Dentist,13,Ghatkopar East,Mumbai,10,18,1000
4074,Dr. Vishal Dhanjani,MS,Dentist,19,Ghatkopar East,Mumbai,10,23,500
4075,Dr. Gautam Kikeri,MBBS,Dentist,24,Powai,Mumbai,10,0,700
4076,Dr. Nasreen Akhai,BDS,Dentist,10,Lower Parel,Mumbai,10,5,300
4077,Dr. Nihar P Thakkar,BDS,Dentist,12,Mulund West,Mumbai,10,7,300
4078,Dr. Gunjan Patel,BDS,Dentist,14,Mulund West,Mumbai,98,32,200
4079,Dr. Pooja Sharma Dimri,MDS,Gynecologist/Obstetrician,22,Malad West,Mumbai,10,1,1000
4080,Dr. Aneesh Sabnis,MDS,Gynecologist/Obstetrician,32,Andheri,Mumbai,96,13,800
4081,Dr. Mohan Krishna Raut,BDS,Gynecologist/Obstetrician,37,Santacruz,Mumbai,98,7,2000
4082,Dr. Mahek Motwani,BDS,Gynecologist/Obstetrician,25,Mulund West,Mumbai,88,22,800
4083,Dr. Meghana D Sarvaiya,BDS,Gynecologist/Obstetrician,20,Malad West,Mumbai,99,106,1000
4084,Dr. Rakhee Sahu,BDS,Gynecologist/Obstetrician,24,Powai,Mumbai,95,12,1300
4085,Dr. Garima Sharma,BDS,Gynecologist/Obstetrician,12,Mulund,Mumbai,99,79,800
4086,Dr. Aparna Hegde,MBBS,Gynecologist/Obstetrician,27,Khar West,Mumbai,97,65,1500
4087,Dr. Geetanjali Gariema,MBBS,Gynecologist/Obstetrician,21,Oshiwara,Mumbai,83,6,1500
4088,Dr. Preeti Deshpande,MBBS,Gynecologist/Obstetrician,19,Mahim,Mumbai,98,28,1600
4089,Dr. Navya B Kalaikar,MBBS,Dentist,17,Yelahanka,Bangalore,97,71,300
4090,Dr. Shibani Shetty,MBBS,Dentist,19,Yelahanka New Town,Bangalore,10,186,300
4091,Dr. Shreya Francis,MBBS,Dentist,7,Varthur,Bangalore,97,55,300
4092,Dr. Santosh B S,MBBS,Dentist,19,Singasandra,Bangalore,99,111,200
4093,Dr. Khushboo Mishra,MBBS,Dentist,6,Vasanthnagar,Bangalore,10,28,600
4094,Dr. Karishma Mohanani,MBBS,Dentist,5,Munnekollal,Bangalore,10,12,300
4095,Dr. Shanmukha B S,MBBS,Dentist,17,Padmanabhanagar,Bangalore,98,186,400
4096,Dr. Asmita,MBBS,Dentist,24,Bellandur,Bangalore,92,20,400
4097,Dr. Akanksha Sachdeva,MBBS,Dentist,11,Indiranagar,Bangalore,10,30,1000
4098,Dr. Sumalatha,MBBS,Dentist,14,RT Nagar,Bangalore,99,81,300
4099,Dr. Poornima Ramakrishna,MBBS,Gynecologist/Obstetrician,22,Koramangala 6 Block,Bangalore,95,54,600
4100,Dr. Swapna S,MBBS,Gynecologist/Obstetrician,14,HBR Layout,Bangalore,10,1,600
4101,Dr. Shilpa Ellur,MBBS,Gynecologist/Obstetrician,18,Whitefield,Bangalore,97,61,900
4102,Dr. Preeti Prabhakar Shetty,MBBS,Gynecologist/Obstetrician,18,Bannerghatta Road,Bangalore,27,11,850
4103,Dr. Sneha Rajiv,MBBS,Gynecologist/Obstetrician,12,Nagasandra,Bangalore,97,241,400
4104,Dr. Divyashree PS,MBBS,Gynecologist/Obstetrician,16,JP Nagar,Bangalore,98,211,500
4105,Dr. Poornima. M,MBBS,Gynecologist/Obstetrician,17,Old Airport Road,Bangalore,97,26,850
4106,Dr. G Srividya Reddy,DNB,Gynecologist/Obstetrician,12,Marathahalli,Bangalore,10,4,800
4107,Dr. Mohini S Jadwani,MBBS,Gynecologist/Obstetrician,41,Richmond Town,Bangalore,94,9,550
4108,Dr. Vanajakshi,MBBS,Gynecologist/Obstetrician,23,Kumara Park West,Bangalore,85,9,900
4109,Dr. Prachi Bhosale,MBBS,Pediatrician,17,Whitefield,Bangalore,92,17,900
4110,Dr. Akshay Ballal,MBBS,Pediatrician,14,Sarjapur Road,Bangalore,0,0,750
4111,Dr. Srikanta J T,MS,Pediatrician,16,Hebbal,Bangalore,10,12,900
4112,Dr. S. D. Subba Rao,DNB,Pediatrician,44,Old Airport Road,Bangalore,92,13,750
4113,Dr. Sonal Agrawal,MBBS,Pediatrician,23,Whitefield,Bangalore,94,50,800
4114,Dr. Hanumantha Rao K R,MBBS,Pediatrician,22,Bannerghatta Road,Bangalore,99,188,800
4115,Dr. Maitri Chaudhuri,MBBS,Pediatrician,19,Old Airport Road,Bangalore,77,7,1000
4116,Dr. Srinath K.S.,MBBS,Pediatrician,27,Malleswaram,Bangalore,97,26,850
4117,Dr. Venkatesh H.A,MBBS,Pediatrician,31,Old Airport Road,Bangalore,10,18,900
4118,Dr. B V Balachandra,MBBS,Pediatrician,21,Old Airport Road,Bangalore,96,54,750
4119,Dr. Nanda Kumar Bhairi,MBBS,Orthopedist,18,Rajarajeshwarinagar,Bangalore,99,48,500
4120,Dr. Kishan Rao K,MBBS,Orthopedist,9,Hulimavu,Bangalore,86,3,700
4121,Dr. Hemant K. Kalyan,MBBS,Orthopedist,32,Old Airport Road,Bangalore,89,49,900
4122,Dr. Sagar Tontanahal,MBBS,Orthopedist,11,Vidyaranyapura,Bangalore,10,10,500
4123,Dr. Suresh Kumar M S,MBBS,Orthopedist,26,Koramangala 5 Block,Bangalore,87,70,600
4124,Dr. Naveen Kumar.L.V,MBBS,Orthopedist,23,HSR Layout,Bangalore,99,655,900
4125,Dr. Abhijit Chavan,MBBS,Orthopedist,18,Whitefield,Bangalore,91,16,850
4126,Dr. Sanjay Prasad Hegde,MPTh/MPT,Orthopedist,31,Whitefield,Bangalore,83,18,850
4127,Dr. Chandrashekar H S,BPTh/BPT,Orthopedist,33,Jayanagar 9 Block,Bangalore,95,18,650
4128,Dr. Vidya Sagar,MBBS,Orthopedist,16,Jayanagar,Bangalore,10,3,750
4129,Dr. Akshi Bansal,MBBS,Dermatologist,9,Whitefield,Bangalore,25,2,600
4130,Dr. Kanchan S Topgi,MBBS,Dermatologist,8,HSR Layout,Bangalore,10,1,600
4131,Dr. Aryambika Krishnan,MBBS,Dermatologist,7,Yelahanka New Town,Bangalore,10,0,600
4132,Dr. Rashmi Ravindra,MBBS,Dermatologist,15,Bannerghatta Road,Bangalore,67,4,850
4133,Dr. Bhavishya Shetty,MBBS,Dermatologist,4,HSR Layout,Bangalore,10,2,600
4134,Dr. Sindhu.P.S,MBBS,Dermatologist,12,Bellandur,Bangalore,60,2,600
4135,Dr. Prerna Sikka,MBBS,Dermatologist,12,Indiranagar,Bangalore,0,0,800
4136,Dr. Varsha C B,MBBS,Dermatologist,4,Sarjapur Road,Bangalore,43,5,650
4137,Dr. Aradhana Sood,MBBS,Dermatologist,22,Hebbal,Bangalore,0,0,1090
4138,Dr. Shoba S M,BDS,Dermatologist,9,Seshadripuram,Bangalore,0,0,740
4139,Dr. Snober Rupal   (Physiotherapist),BDS,Physiotherapist,0,Vasanthnagar,Bangalore,0,0,1300
4140,Dr. Sudharsan Venkatesan   (Physiotherapist),BDS,Physiotherapist,12,Bellandur,Bangalore,0,0,600
4141,Dr. Arathi.S.M,BDS,Infertility Specialist,26,Jayanagar 5 Block,Bangalore,10,12,600
4142,Dr. Rashmi Naik N,BDS,Infertility Specialist,20,Basaveshwaranagar,Bangalore,96,20,800
4143,Dr. Indu Madhusudan,BDS,Infertility Specialist,19,Kumaraswamy Layout,Bangalore,10,11,500
4144,Dr. Arockia Virgin Fernando,BDS,Infertility Specialist,17,Kalyan Nagar,Bangalore,10,94,850
4145,Dr. Rashmi Swaroop,BDS,Infertility Specialist,22,VV Puram,Bangalore,99,101,600
4146,Dr. Amitha. N,BDS,Infertility Specialist,11,Kanakpura Road,Bangalore,10,4,400
4147,Dr. Sujitha Govindarajan,BDS,Infertility Specialist,12,Ulsoor,Bangalore,10,35,500
4148,Dr. Geetha Muralidhara,MBBS,Infertility Specialist,49,Basavanagudi,Bangalore,75,10,500
4149,Dr. Anu Joseph,MBBS,Infertility Specialist,14,Electronics City,Bangalore,96,162,550
4150,Dr. Aparna K,MBBS,Infertility Specialist,19,Basaveshwaranagar,Bangalore,89,8,400
4151,Dr. Sheri Yadav,MBBS,Dentist,12,Pitampura,Delhi,10,79,500
4152,Dr. Sanjit Singh,MBBS,Dentist,17,Panchsheel Park,Delhi,10,68,1200
4153,Dr. Aarushi Dogra,MRCOG(UK),Dentist,10,Dwarka Sector 7,Delhi,10,28,400
4154,Dr. Ankita Kalra,MBBS,Dentist,12,Dwarka Sector 7,Delhi,94,13,300
4155,Dr. Srishti Bhatia,MBBS,Dentist,8,Janakpuri,Delhi,97,47,500
4156,Dr. Heena Gandhi,MBBS,Dentist,14,Shalimar Bagh,Delhi,10,1,300
4157,Dr. Gaurav Kharbanda,MS,Dentist,20,Lajpat Nagar,Delhi,10,8,500
4158,Dr. Anil Kochar,MBBS,Dentist,25,Tilak Nagar,Delhi,98,78,500
4159,Dr. Abhishek Mathur,MBBS,Dentist,10,Lajpat Nagar,Delhi,0,0,500
4160,Dr. Pooja Sachdeva,MBBS,Dentist,25,Kirti Nagar,Delhi,0,0,500
4161,Dr. Aanchal Agarwal,MBBS,Gynecologist/Obstetrician,21,Punjabi Bagh,Delhi,10,0,1000
4162,Dr. Payal Chaudhary,MBBS,Gynecologist/Obstetrician,22,Malviya Nagar,Delhi,99,35,1200
4163,Dr. Gitika Sharma,MBBS,Gynecologist/Obstetrician,11,Punjabi Bagh,Delhi,0,0,1000
4164,Dr. Ankita Chandna,MBBS,Gynecologist/Obstetrician,17,Shalimar Bagh,Delhi,89,8,1100
4165,Dr. Shelly Arora,MBBS,Gynecologist/Obstetrician,14,Punjabi Bagh,Delhi,0,0,800
4166,Dr. Nivedita Kaul,MBBS,Gynecologist/Obstetrician,21,Punjabi Bagh,Delhi,10,196,1000
4167,Dr. Raka Guleria,MD,Gynecologist/Obstetrician,34,Greater Kailash Part 2,Delhi,86,8,1500
4168,Dr. Shelly Singh,MDS,Gynecologist/Obstetrician,32,Panchsheel Park,Delhi,10,3,1600
4169,Dr. Ila Gupta,BDS,Gynecologist/Obstetrician,38,Patparganj,Delhi,58,7,1100
4170,Dr. Anuradha Tamaria,BDS,Gynecologist/Obstetrician,11,Vasant Kunj,Delhi,10,11,1000
4171,Dr. Tilak Raj Dangwal,BDS,Pediatrician,26,Patparganj,Delhi,71,6,500
4172,Dr. Sharat Varma,BDS,Pediatrician,16,Patparganj,Delhi,0,0,1000
4173,Dr. Vinay Kumar Aggarwal,BDS,Pediatrician,39,Saket,Delhi,80,3,2000
4174,Dr. Ganesh Jevalikar,BDS,Pediatrician,19,Saket,Delhi,10,4,1400
4175,Dr. Rajiv Uttam,BDS,Pediatrician,36,Patparganj,Delhi,10,0,1500
4176,Dr. Mandeep Kaur Walia,BDS,Pediatrician,26,Vasant Kunj,Delhi,86,15,700
4177,Dr. Manpreet Sethi,BDS,Pediatrician,7,Patparganj,Delhi,0,0,1000
4178,Dr. Kavita Singh,MBBS,Pediatrician,19,Janakpuri,Delhi,10,1,600
4179,Dr. Jyoti Bhatia,MBBS,Pediatrician,23,Patparganj,Delhi,10,0,1500
4180,Dr. Satish Gupta,MBBS,Pediatrician,32,Patparganj,Delhi,10,0,1000
4181,Dr. Nysha Garg,MBBS,Dentist,14,Goregaon East,Mumbai,99,51,500
4182,Dr. Pallavi Parekh,MRCOG(UK),Dentist,16,Bandra West,Mumbai,99,165,500
4183,Dr. Mary Grace Dakey,DGO,Dentist,14,Andheri East,Mumbai,99,35,500
4184,Dr. Soham Mallick,MBBS,Dentist,10,Powai,Mumbai,10,47,600
4185,Dr. Urvi Shah,MBBS,Dentist,22,Mulund West,Mumbai,98,34,300
4186,Dr. Sonal Karania Jakharia,MBBS,Dentist,10,Malad West,Mumbai,99,166,500
4187,Dr. Rahul Pagare,MDS,Dentist,16,Govandi,Mumbai,98,127,200
4188,Dr. Shraddha Khedkar Nate,BDS,Dentist,18,Bhandup West,Mumbai,98,57,300
4189,Dr. Richard Pereira,MDS,Dentist,26,Khar West,Mumbai,98,124,500
4190,Dr. Meeta Malik,BDS,Dentist,15,Bandra West,Mumbai,99,78,800
4191,Dr. Gouri Gore,BDS,Gynecologist/Obstetrician,17,Chembur East,Mumbai,91,13,800
4192,Dr. Balkrishna M Inamdar,MDS,Gynecologist/Obstetrician,43,Goregaon West,Mumbai,10,2,1000
4193,Dr. Mugdha Raut,BDS,Gynecologist/Obstetrician,33,Santacruz,Mumbai,99,22,2000
4194,Dr. Navaaz Azil Tantra,BDS,Gynecologist/Obstetrician,28,Malad West,Mumbai,0,0,1000
4195,Dr. Kausha Shah,BDS,Gynecologist/Obstetrician,16,Borivali West,Mumbai,88,24,800
4196,Dr. Sangeeta Raodeo,BDS,Gynecologist/Obstetrician,16,Mulund West,Mumbai,10,39,800
4197,Dr. Nandita P Palshetkar,MBBS,Gynecologist/Obstetrician,37,Opera House,Mumbai,85,26,1000
4198,Dr. Laila Rajesh Dave,MBBS,Gynecologist/Obstetrician,36,Mahim,Mumbai,88,12,1300
4199,Dr. Swati Gawai,MBBS,Gynecologist/Obstetrician,12,Chembur,Mumbai,0,0,900
4200,Dr. Vijal Modi,MBBS,Gynecologist/Obstetrician,12,Malad East,Mumbai,10,13,800
4201,Dr. Anup Belludi,MBBS,Dentist,28,Vijayanagar,Bangalore,10,3,300
4202,Dr. Harini Krishnan,MBBS,Dentist,6,Kanakpura Road,Bangalore,10,4,300
4203,Dr. Shagun Agarwal,MBBS,Dentist,6,HAL 2nd Stage,Bangalore,10,3,500
4204,Dr. Jini P M,MBBS,Dentist,19,Whitefield,Bangalore,10,1,300
4205,Dr. Eva Shukla,MBBS,Dentist,7,Sahakaranagar,Bangalore,10,0,350
4206,Dr. Keerthana K,MBBS,Dentist,3,VV Puram,Bangalore,0,0,350
4207,Dr. Joohi Vaya,MD,Dentist,10,Kammana Halli,Bangalore,0,0,300
4208,Dr. Ashwini Rao,MBBS,Dentist,6,Rajarajeshwarinagar,Bangalore,10,28,300
4209,Dr. Pooja H,MBBS,Dentist,5,Sahakaranagar,Bangalore,0,0,350
4210,Dr. Sravani Rudra Raju,MBBS,Dentist,12,Electronics City,Bangalore,10,0,300
4211,Dr. Shanthala S,MBBS,Gynecologist/Obstetrician,27,BTM Layout 2nd Stage,Bangalore,81,56,600
4212,Dr. H S Chandrika,MBBS,Gynecologist/Obstetrician,40,JP Nagar 2 Phase,Bangalore,97,65,800
4213,Dr. Vidya Gayathri S,MBBS,Gynecologist/Obstetrician,16,Whitefield,Bangalore,97,85,850
4214,Dr. Chaitra Gowda K N,MBBS,Gynecologist/Obstetrician,13,Bellandur,Bangalore,99,71,850
4215,Dr. Puja Rathi,MBBS,Gynecologist/Obstetrician,21,Bellandur,Bangalore,95,91,850
4216,Dr. Disha Sridhar,Diploma,Gynecologist/Obstetrician,21,Indiranagar,Bangalore,85,34,700
4217,Dr. Poornima Ramakrishna,MBBS,Gynecologist/Obstetrician,22,Koramangala 6 Block,Bangalore,95,54,600
4218,Dr. Deepshika Jha,MBBS,Gynecologist/Obstetrician,10,Hebbal,Bangalore,99,86,750
4219,Dr. Sushma,MS,Gynecologist/Obstetrician,12,Basaveshwaranagar,Bangalore,99,49,500
4220,Dr. Chaya Patil,MS,Gynecologist/Obstetrician,26,Bannerghatta Road,Bangalore,97,62,800
4221,Dr. Chinthan S Gubbari,MBBS,Pediatrician,11,Vinayaka Nagar,Bangalore,97,16,250
4222,Dr. Nagaraj S,MBBS,Pediatrician,21,Yeshwanthpur,Bangalore,83,21,1000
4223,Dr. Sujatha Ramesh,MBBS,Pediatrician,38,Hebbal,Bangalore,0,0,1090
4224,Dr. Anand Prahalad Rao,MBBS,Pediatrician,20,Old Airport Road,Bangalore,99,230,750
4225,Dr. Anjana K Patil,MBBS,Pediatrician,28,Electronics City,Bangalore,98,81,700
4226,Dr. Bindu P,Diploma,Pediatrician,17,Malleswaram,Bangalore,95,31,850
4227,Dr. Anuradha Vinod,MBBS,Pediatrician,16,Old Airport Road,Bangalore,10,50,750
4228,Dr. Naveen R B,MBBS,Pediatrician,22,Whitefield,Bangalore,92,127,850
4229,Dr. Bharath S,MBBS,Pediatrician,11,Arekere,Bangalore,97,99,500
4230,Dr. Santhosh Olety Sathyanarayana,MBBS,Pediatrician,20,Richmond Town,Bangalore,92,21,1000
4231,Dr. Manish Samson,MBBS,Orthopedist,30,Jayanagar,Bangalore,97,24,750
4232,Dr. Pramod Kumar Mohan,MBBS,Orthopedist,5,Malleswaram,Bangalore,0,0,650
4233,Dr. Raj D. Chakravarty,MBBS,Orthopedist,46,Whitefield,Bangalore,83,8,850
4234,Dr. Nithin Vadlamudi,MBBS,Orthopedist,12,Bellandur,Bangalore,10,207,650
4235,Dr. Pradeep Kiran B.S,MBBS,Orthopedist,26,T Dasarahalli,Bangalore,97,155,300
4236,Dr. Jayanth Sundar Sampath,MD,Orthopedist,28,Whitefield,Bangalore,96,44,900
4237,Dr. Raghavendra Reddy,MBBS,Orthopedist,11,Whitefield,Bangalore,10,0,850
4238,Dr. P Srinivas,MBBS,Orthopedist,18,Akshaya nagar,Bangalore,10,0,200
4239,Dr. Chethan Nagaraj,MBBS,Orthopedist,17,Rajajinagar,Bangalore,95,33,500
4240,Dr. Jagadeesh,MBBS,Orthopedist,24,Bannerghatta Road,Bangalore,89,41,850
4241,Dr. Divya Gupta,MBBS,Dermatologist,13,Old Airport Road,Bangalore,10,2,900
4242,Dr. Priyanka Reddy,MD,Dermatologist,12,Kalyan Nagar,Bangalore,92,327,1500
4243,Dr. S C Rajendran,MBBS,Dermatologist,43,Ashoknagar,Bangalore,68,110,800
4244,Dr. Abdul Samad,MBBS,Dermatologist,29,Electronics City,Bangalore,94,27,550
4245,Dr. Praveen Rodrigues,MBBS,Dermatologist,26,Kundalahalli,Bangalore,90,6,750
4246,Dr. Rohini Krishnamoorthy,MBBS,Dermatologist,36,Richmond Town,Bangalore,91,47,600
4247,Dr. Shruthi B R,BDS,Dermatologist,4,Jayanagar,Bangalore,10,9,600
4248,Dr. Revanth BN,BDS,Dermatologist,14,Jayanagar 3 Block,Bangalore,10,26,600
4249,Dr. Chaitanya NT,BDS,Dermatologist,6,Ashoknagar,Bangalore,0,0,800
4250,Dr. Mamatha P Singuru,BDS,Dermatologist,13,Jeevanbhimanagar,Bangalore,57,12,500
4251,Dr. Priyanka Rani,BDS,Infertility Specialist,16,Electronics City,Bangalore,88,5,550
4252,Dr. Chandrika Rao,BDS,Infertility Specialist,27,Basaveshwaranagar,Bangalore,10,6,800
4253,Dr. Nirmala Mohan,MDS,Infertility Specialist,23,Hebbal,Bangalore,89,6,1090
4254,Dr. Kafi Bora,MDS,Infertility Specialist,20,Electronics City,Bangalore,10,6,700
4255,Dr. Suguna Reddy,BDS,Infertility Specialist,32,Koramangala 6 Block,Bangalore,62,7,650
4256,Dr. Supriya Seshadri,BDS,Infertility Specialist,38,Old Airport Road,Bangalore,94,4,750
4257,Dr. Raajam Murali S R,MBBS,Infertility Specialist,22,Kumara Park West,Bangalore,94,5,900
4258,Dr. Karamjit Kaur,MBBS,Infertility Specialist,21,Old Airport Road,Bangalore,80,6,850
4259,Dr. Mala Sibal,MBBS,Infertility Specialist,34,Old Airport Road,Bangalore,91,3,750
4260,Dr. Chinmayie R,MBBS,Infertility Specialist,13,Basavanagudi,Bangalore,83,3,550
4261,Dr. Lalit Kumar,MBBS,Dentist,17,Vikas Puri,Delhi,98,39,500
4262,Dr. Anuj Valecha,MBBS,Dentist,21,Rohini,Delhi,10,82,500
4263,Dr. Shubhangini Gandhi,MBBS,Dentist,22,Green Park,Delhi,98,44,500
4264,Dr. Tarun Sharma,MBBS,Dentist,13,Prashant Vihar,Delhi,10,4,500
4265,Dr. Anjali Deswal,MBBS,Dentist,2,Rohini Sector 16,Delhi,10,3,200
4266,Dr. Pummy Chaudhary,MBBS,Dentist,4,Dashrath Puri,Delhi,10,32,200
4267,Dr. Adosh Lall,MBBS,Dentist,29,Sarita Vihar,Delhi,97,65,700
4268,Dr. Sugandha Marwaha,MBBS,Dentist,9,Paschim Vihar,Delhi,10,11,500
4269,Dr. Aman Popli,MD,Dentist,26,Panchsheel Park,Delhi,10,0,1200
4270,Dr. Nikhil,MBBS,Dentist,13,Model Town 1,Delhi,10,34,400
4271,Dr. Vaishali Sharma,MBBS,Gynecologist/Obstetrician,17,Panchsheel Park,Delhi,99,355,2000
4272,Dr. Aparna Hegde,MBBS,Gynecologist/Obstetrician,27,Greater Kailash Part 1,Delhi,97,65,1750
4273,Dr. Nimmi Rastogi,MBBS,Gynecologist/Obstetrician,20,Malviya Nagar,Delhi,84,21,1000
4274,Dr. Hirday Kapoor,MBBS,Gynecologist/Obstetrician,30,Punjabi Bagh,Delhi,78,5,1000
4275,Dr. Anju Bala,MBBS,Gynecologist/Obstetrician,10,Model Town 3,Delhi,10,1,500
4276,Dr. Tanudeep Kaur,BDS,Gynecologist/Obstetrician,15,Pitampura,Delhi,98,67,1000
4277,Dr. Akshatha Nishit Sharma,BDS,Gynecologist/Obstetrician,17,Sarita Vihar,Delhi,0,0,1000
4278,Dr. Nirmal Bhrgava,BDS,Gynecologist/Obstetrician,13,Rohini,Delhi,0,0,500
4279,Dr. Rupali Goyal,BDS,Gynecologist/Obstetrician,23,Sarita Vihar,Delhi,10,24,1500
4280,Dr. Reena Khandelwal,BDS,Gynecologist/Obstetrician,31,Nehru Place,Delhi,96,82,1100
4281,Dr. Sumitra Meena,BDS,Pediatrician,9,Safdarjung Enclave,Delhi,10,4,500
4282,Dr. Meera Sundharam,BDS,Pediatrician,31,Shalimar Bagh,Delhi,0,0,1000
4283,Dr. Madhur Gupta,BDS,Pediatrician,11,Patparganj,Delhi,10,8,500
4284,Dr. Arvind Taneja,BDS,Pediatrician,52,Saket,Delhi,10,1,2000
4285,Dr. Tapisha Gupta,MDS,Pediatrician,29,Patparganj,Delhi,10,0,800
4286,Dr. A J Chitkara,MBBS,Pediatrician,43,Shalimar Bagh,Delhi,57,9,1400
4287,Dr. Vidyut Bhatia,MBBS,Pediatrician,25,Saket,Delhi,0,0,1000
4288,Dr. Vaishakhi Rustagi,MBBS,Pediatrician,18,Shalimar Bagh,Delhi,0,0,1500
4289,Dr. Anju Virmani,MBBS,Pediatrician,36,Saket,Delhi,50,4,2000
4290,Dr. Shagun A Verma,MS,Dentist,14,Khar West,Mumbai,10,7,800
4291,Dr. Angie Fernandes,MBBS,Dentist,4,Bandra West,Mumbai,10,35,0
4292,Dr. Sabeena Latheef,MD,Dentist,4,Goregaon,Mumbai,10,19,0
4293,Dr. Adil Shaikh,MBBS,Dentist,3,Bhandup West,Mumbai,10,37,0
4294,Dr. Ekta Jangid,MD,Dentist,3,Andheri East,Mumbai,10,51,0
4295,Dr. Sumit Bohra,MBBS,Dentist,11,Prabhadevi,Mumbai,10,13,500
4296,Dr. Suhas Lele,BDS,Dentist,41,Prabhadevi,Mumbai,98,29,0
4297,Dr. Vishal Punjabi,BDS,Dentist,8,Tardeo,Mumbai,10,1,1000
4298,Dr. Arun Fegde,BDS,Dentist,49,Dadar West,Mumbai,0,0,300
4299,Dr. Reema Nanavati,BDS,Dentist,14,Borivali,Mumbai,10,20,300
4300,Dr. Miloni Gadoya,BDS,Gynecologist/Obstetrician,13,Tardeo,Mumbai,0,0,1500
4301,Dr. Vikram Sharad Shah,BDS,Gynecologist/Obstetrician,24,Mahim,Mumbai,95,6,1300
4302,Dr. Jiteeka Thakkar,BDS,Gynecologist/Obstetrician,12,Ghatkopar West,Mumbai,10,2,500
4303,Dr. Hetal Parekh,MDS,Gynecologist/Obstetrician,25,Powai,Mumbai,10,1,1300
4304,Dr. Shivani Baheti,BDS,Gynecologist/Obstetrician,2,Santacruz West,Mumbai,10,8,500
